genre,price,release_date,rating,publisher
Strategy,18.93,2016-05-31,4.7,EA
Simulation,6.4,2014-01-14,6.4,Microsoft
Strategy,22.01,2015-02-01,2.4,Nintendo
Simulation,5.97,2024-03-20,2.9,Nintendo
RPG,46.0,2017-11-29,3.5,Indie Studio
Action,57.98,2012-11-25,5.6,Valve
Sports,58.2,2015-04-07,5.6,Valve
RPG,51.9,2020-05-27,8.3,EA
RPG,36.05,2022-07-29,7.8,Nintendo
Adventure,42.05,2016-10-09,9.2,Valve
Adventure,17.11,2021-05-02,8.5,Sony
Adventure,37.85,2015-01-26,3.3,Sony
Sports,27.34,2019-09-12,4.0,Sony
Adventure,28.92,2022-06-16,5.5,Sony
Simulation,45.47,2011-08-18,1.1,Nintendo
Strategy,16.92,2024-12-05,9.1,Sony
Action,19.08,2011-05-22,1.4,Nintendo
RPG,55.48,2023-05-22,3.9,Indie Studio
Simulation,3.37,2010-01-21,6.1,EA
Action,29.14,2013-10-31,5.7,EA
Simulation,54.77,2018-10-07,6.9,Sony
Simulation,36.62,2016-09-27,5.7,Sony
RPG,32.78,2024-03-18,3.1,Sony
Strategy,14.98,2020-01-27,2.8,EA
Adventure,20.6,2010-12-03,9.2,Valve
Sports,51.12,2014-07-26,3.4,EA
Strategy,33.55,2019-10-17,3.5,Sony
Sports,30.88,2012-06-28,4.7,Valve
RPG,5.97,2010-10-03,2.3,Valve
RPG,0.96,2012-06-10,5.6,Ubisoft
RPG,57.82,2010-01-13,7.0,Indie Studio
Action,22.62,2024-01-10,8.1,Nintendo
Sports,36.19,2021-02-09,7.4,Indie Studio
Strategy,4.78,2018-04-14,2.3,Sony
Strategy,40.99,2012-08-31,5.1,Nintendo
Simulation,55.95,2021-09-10,1.3,Ubisoft
Simulation,34.54,2020-11-14,1.2,Nintendo
Simulation,7.57,2013-11-09,5.0,Sony
RPG,34.9,2015-04-28,3.3,Ubisoft
Strategy,45.98,2016-04-07,7.2,Nintendo
Sports,24.38,2011-07-01,7.5,EA
RPG,52.79,2013-05-03,9.1,Valve
Action,38.92,2013-11-21,7.8,Indie Studio
Simulation,53.95,2013-12-25,1.4,Ubisoft
RPG,37.41,2019-04-01,4.3,EA
RPG,7.88,2017-08-04,3.5,Sony
Action,18.58,2021-03-22,4.5,Valve
Adventure,12.11,2017-07-01,2.4,Indie Studio
Strategy,54.53,2020-04-05,1.9,Ubisoft
Sports,45.62,2015-01-17,5.7,Valve
Adventure,40.58,2012-01-17,7.5,Microsoft
Simulation,18.06,2017-09-17,7.3,Microsoft
RPG,11.04,2012-05-21,5.1,Ubisoft
Action,45.39,2011-05-10,5.7,Ubisoft
Action,28.45,2019-06-07,5.6,Nintendo
Strategy,13.55,2022-12-07,7.2,Valve
Adventure,37.0,2012-12-11,1.4,Microsoft
Strategy,2.42,2020-12-08,7.4,Indie Studio
RPG,19.57,2021-08-08,6.2,Microsoft
Strategy,28.11,2010-02-15,2.8,Valve
Sports,8.88,2018-05-15,1.4,Microsoft
Action,59.08,2015-08-20,2.0,Indie Studio
Action,12.55,2011-10-26,5.7,EA
Simulation,7.82,2022-10-13,7.8,Microsoft
Simulation,12.21,2015-07-23,4.0,Microsoft
RPG,46.14,2017-05-20,4.4,Sony
Sports,25.53,2023-09-18,9.4,EA
Adventure,33.92,2011-10-02,2.9,Nintendo
Strategy,1.26,2017-04-17,1.9,Ubisoft
RPG,2.07,2017-07-08,4.1,Indie Studio
Simulation,26.75,2023-09-14,7.7,Microsoft
Strategy,49.0,2023-08-05,6.6,Indie Studio
Simulation,53.11,2024-01-13,4.7,Nintendo
Strategy,5.2,2023-07-20,9.7,Nintendo
Adventure,32.3,2022-01-20,7.6,EA
RPG,54.79,2017-02-08,1.6,Indie Studio
Strategy,23.28,2019-05-21,7.7,Ubisoft
Sports,49.77,2011-01-30,1.2,Sony
Action,8.02,2019-11-07,6.9,Nintendo
Sports,56.12,2023-04-07,2.9,Sony
Sports,45.09,2016-05-21,7.3,Ubisoft
Action,56.48,2010-11-26,3.8,Ubisoft
Sports,40.6,2015-09-29,8.9,EA
Strategy,21.8,2012-02-12,4.0,Indie Studio
Strategy,56.29,2014-07-04,6.6,Valve
Strategy,16.53,2014-09-29,3.6,Indie Studio
Action,19.93,2022-04-01,9.3,Microsoft
Sports,42.05,2014-11-23,8.0,EA
Action,45.92,2014-06-12,3.2,Indie Studio
Strategy,55.76,2012-09-26,9.5,Sony
Sports,12.29,2015-01-23,4.2,Indie Studio
Sports,47.88,2014-04-11,6.9,EA
Simulation,44.31,2012-02-13,7.7,Ubisoft
Simulation,3.83,2024-03-07,1.2,Nintendo
Adventure,23.23,2014-12-09,9.6,Microsoft
RPG,16.97,2013-01-03,4.1,Microsoft
Simulation,18.27,2015-08-13,2.7,Valve
Action,58.98,2014-05-18,8.7,Ubisoft
Simulation,38.57,2012-01-18,7.3,Microsoft
Adventure,43.06,2020-11-17,1.8,Microsoft
Sports,58.6,2016-05-11,2.1,Nintendo
Adventure,22.63,2014-04-03,7.4,Sony
Sports,48.11,2014-06-04,1.7,Sony
Sports,26.07,2020-04-12,9.3,Sony
RPG,52.17,2022-02-11,7.7,EA
Simulation,10.84,2016-04-21,4.0,Sony
Action,56.86,2021-07-23,4.3,Sony
Action,13.13,2023-04-25,5.6,EA
Strategy,19.57,2020-01-04,4.2,Nintendo
Sports,45.37,2019-04-19,8.1,Ubisoft
Action,23.63,2024-07-29,9.8,Microsoft
RPG,36.49,2024-06-27,6.3,Valve
Sports,26.67,2010-08-05,5.0,Microsoft
RPG,44.54,2019-01-30,3.0,Sony
Action,13.7,2013-09-21,6.9,Sony
Action,3.51,2020-05-02,7.2,Indie Studio
Strategy,18.0,2024-10-31,7.2,Microsoft
Action,28.46,2023-06-29,1.2,Microsoft
Sports,10.08,2021-09-17,9.1,Indie Studio
Sports,21.29,2022-02-16,4.0,Sony
Sports,24.0,2022-08-12,7.7,EA
Strategy,3.44,2022-04-06,7.8,EA
Strategy,35.0,2015-03-12,6.9,EA
Action,53.06,2022-02-14,4.6,Valve
Adventure,9.1,2024-06-20,6.5,Ubisoft
Adventure,35.87,2024-09-05,1.4,Sony
Strategy,39.88,2012-06-18,7.9,Nintendo
Action,25.16,2011-10-04,1.9,Microsoft
Adventure,42.07,2024-08-21,4.6,Microsoft
Action,24.64,2022-12-13,1.9,Sony
Action,30.28,2019-12-07,8.5,Sony
Action,0.44,2010-07-15,6.0,Sony
Simulation,41.5,2015-03-09,7.2,Microsoft
Sports,39.68,2018-12-20,7.1,Indie Studio
Action,2.3,2021-02-02,8.6,Sony
Simulation,22.1,2022-06-20,2.2,Microsoft
Strategy,58.74,2023-06-27,6.9,Ubisoft
Adventure,25.24,2016-04-23,6.2,Nintendo
Sports,30.12,2019-11-10,1.3,EA
Adventure,54.6,2019-02-26,2.8,Indie Studio
Sports,43.04,2015-08-19,3.4,Nintendo
Adventure,34.92,2017-09-09,1.7,Sony
Sports,47.87,2013-05-09,4.2,Nintendo
Adventure,51.86,2012-06-05,1.2,Sony
Adventure,27.41,2011-01-28,6.0,Nintendo
Adventure,28.51,2014-08-03,2.9,Valve
Adventure,23.16,2018-09-26,3.6,Nintendo
Strategy,58.0,2016-09-12,9.2,EA
Action,41.83,2020-09-10,5.5,EA
RPG,4.99,2019-02-21,3.4,Indie Studio
Simulation,51.78,2019-11-01,6.4,Nintendo
RPG,28.83,2020-04-24,2.8,Microsoft
RPG,4.13,2016-12-02,1.7,Microsoft
Sports,32.98,2015-12-22,1.2,Microsoft
Action,25.03,2020-04-22,9.6,Nintendo
Sports,52.66,2023-09-21,7.5,Microsoft
Action,12.24,2023-10-10,8.2,Ubisoft
Action,49.59,2010-12-21,9.8,Nintendo
Adventure,33.46,2017-03-16,9.4,EA
Strategy,3.28,2014-03-02,7.6,Indie Studio
Adventure,58.31,2017-04-26,7.2,Microsoft
Strategy,30.76,2018-09-14,4.0,Valve
Sports,17.45,2016-05-26,1.9,Microsoft
Strategy,28.16,2011-09-21,6.2,EA
Sports,51.47,2017-05-03,6.2,Ubisoft
RPG,18.29,2024-06-02,9.6,Nintendo
RPG,11.56,2022-02-09,5.0,Microsoft
Strategy,7.74,2013-12-09,7.2,Valve
Strategy,17.87,2013-11-22,6.2,Indie Studio
Sports,46.8,2013-01-31,2.6,EA
Adventure,28.3,2017-05-07,6.3,Indie Studio
Sports,13.65,2014-11-16,5.9,Indie Studio
Adventure,9.97,2014-03-12,5.4,Valve
RPG,19.96,2015-03-30,5.6,Sony
Action,56.4,2013-05-17,2.5,EA
Strategy,20.58,2015-05-11,5.2,Sony
Adventure,59.29,2011-01-28,6.5,Valve
Sports,29.11,2012-04-05,5.4,Nintendo
RPG,10.75,2018-02-11,5.4,Nintendo
Adventure,53.47,2016-07-23,1.7,Nintendo
Sports,27.62,2021-05-08,2.7,Indie Studio
Strategy,42.58,2024-02-03,3.9,Sony
Strategy,59.02,2023-05-28,4.8,Indie Studio
Simulation,3.01,2014-11-28,6.3,Nintendo
Action,5.8,2018-05-23,8.8,Indie Studio
Simulation,43.23,2013-09-25,2.4,Ubisoft
RPG,16.91,2016-06-06,1.1,EA
Adventure,11.06,2019-09-22,5.0,EA
RPG,2.36,2019-12-08,4.9,Indie Studio
Sports,1.31,2019-02-19,6.0,Valve
Strategy,46.47,2014-04-15,8.5,Microsoft
Simulation,8.07,2020-01-16,8.2,Sony
Simulation,28.06,2016-01-23,1.9,EA
Simulation,36.35,2021-03-20,9.4,Indie Studio
RPG,25.7,2012-10-16,2.0,Sony
Strategy,1.63,2013-07-08,6.7,Valve
Adventure,47.01,2010-03-04,7.1,Nintendo
Sports,0.63,2016-12-05,7.1,Microsoft
Adventure,45.71,2019-04-16,3.4,Valve
RPG,53.6,2018-12-17,4.0,Ubisoft
Sports,25.97,2016-03-19,5.9,Nintendo
Simulation,32.13,2021-08-18,2.8,Nintendo
Action,28.62,2011-10-06,1.2,Nintendo
RPG,23.35,2022-12-05,6.1,Valve
RPG,53.25,2010-08-05,5.2,Ubisoft
Strategy,53.64,2010-07-15,6.9,Microsoft
Adventure,20.15,2020-07-31,2.3,Sony
RPG,36.9,2018-12-18,8.6,Valve
RPG,55.61,2023-12-29,2.3,EA
Simulation,57.72,2017-05-18,9.0,EA
Simulation,30.54,2018-10-18,5.0,Valve
Sports,27.17,2017-07-18,5.9,Sony
Action,16.72,2014-03-02,9.1,EA
Strategy,57.53,2012-12-16,3.7,Sony
Action,8.57,2011-12-23,2.6,Nintendo
Sports,34.79,2014-04-12,5.0,Valve
Simulation,16.95,2011-10-02,3.2,Nintendo
Adventure,16.74,2021-08-31,5.8,EA
Simulation,24.3,2021-10-20,3.5,Sony
Strategy,59.93,2024-03-18,8.8,Nintendo
Simulation,3.3,2020-05-15,6.5,EA
Strategy,34.71,2020-03-25,1.0,Indie Studio
Strategy,4.95,2010-03-31,8.2,Ubisoft
Strategy,9.27,2017-12-31,4.0,Nintendo
Sports,26.37,2013-06-05,3.9,Ubisoft
Strategy,30.63,2013-01-07,4.4,Ubisoft
Strategy,15.53,2022-11-17,6.7,Microsoft
Adventure,18.99,2010-12-15,5.0,EA
Action,5.22,2020-09-18,6.7,Valve
RPG,18.19,2021-02-04,2.3,Sony
Action,57.99,2018-01-20,9.7,Indie Studio
Strategy,56.68,2010-09-03,7.6,EA
Adventure,20.09,2010-09-29,3.3,Microsoft
Simulation,34.25,2015-07-24,7.5,Microsoft
Adventure,54.58,2022-04-26,6.2,Indie Studio
Strategy,0.37,2018-09-23,2.0,Nintendo
Adventure,48.64,2019-08-08,2.6,Sony
Adventure,56.9,2014-01-05,1.4,Microsoft
Strategy,5.48,2013-04-10,8.3,Valve
Sports,9.69,2018-06-15,6.0,EA
Adventure,57.64,2018-03-28,3.9,Valve
RPG,32.25,2020-06-20,2.1,Nintendo
RPG,0.85,2024-03-03,5.4,EA
Adventure,15.46,2014-06-03,5.7,Nintendo
Sports,27.0,2013-01-31,7.3,Sony
Simulation,41.57,2021-12-28,9.7,Sony
Strategy,43.99,2011-06-01,4.9,Valve
RPG,59.73,2017-04-19,4.7,Valve
Simulation,17.25,2013-07-25,4.3,Sony
Adventure,32.29,2011-09-04,8.4,Ubisoft
Simulation,32.0,2012-01-20,2.4,Sony
Action,24.34,2024-10-02,4.1,Indie Studio
RPG,10.15,2015-01-31,7.5,EA
Adventure,58.65,2011-02-04,1.1,Indie Studio
Strategy,51.2,2014-03-07,3.6,Nintendo
Sports,29.9,2015-07-18,6.8,Sony
Adventure,36.19,2010-11-16,2.7,Sony
Strategy,13.64,2024-02-08,3.7,Microsoft
Sports,32.63,2010-12-02,5.4,Nintendo
Sports,41.7,2015-09-30,4.8,Microsoft
Adventure,30.91,2010-06-23,2.0,Nintendo
Simulation,59.42,2021-01-02,9.4,Indie Studio
Simulation,36.68,2014-06-30,1.4,EA
Sports,22.26,2011-05-16,7.7,Nintendo
Simulation,46.33,2019-12-26,1.6,Valve
Action,10.23,2016-06-21,5.2,Sony
Sports,23.07,2015-01-31,2.6,Nintendo
Sports,20.82,2018-08-19,2.3,EA
Strategy,25.91,2015-03-12,2.1,Nintendo
Simulation,46.91,2014-09-15,5.1,Sony
Sports,29.05,2014-11-14,5.6,Ubisoft
Action,47.64,2023-02-14,2.2,Nintendo
Strategy,34.59,2018-05-16,9.8,Valve
Adventure,20.52,2023-03-21,3.3,Sony
Sports,48.6,2024-03-18,5.1,EA
Action,14.3,2017-06-06,2.9,Indie Studio
RPG,13.46,2020-06-25,5.4,Indie Studio
Action,30.27,2022-12-31,7.8,Sony
Action,15.65,2012-12-30,5.7,Microsoft
Strategy,0.55,2010-02-15,3.6,Ubisoft
Adventure,38.9,2024-02-23,3.2,EA
RPG,30.67,2013-12-16,7.8,Ubisoft
Simulation,26.73,2016-01-06,2.1,Indie Studio
Simulation,58.02,2018-10-07,4.3,Ubisoft
Action,34.27,2011-04-01,2.4,Valve
Strategy,51.81,2014-07-21,3.3,Indie Studio
Strategy,8.37,2018-01-03,2.4,Nintendo
Simulation,34.15,2012-08-23,9.0,Valve
RPG,52.08,2023-08-05,7.6,Valve
Adventure,34.99,2014-03-09,6.0,Microsoft
RPG,43.08,2018-02-24,3.0,Valve
Sports,22.32,2018-05-30,5.6,EA
Sports,5.55,2023-12-15,5.7,Nintendo
Adventure,27.47,2023-05-02,6.3,Nintendo
Simulation,23.67,2016-11-26,1.5,Indie Studio
Adventure,52.02,2013-01-31,9.8,EA
Strategy,14.64,2024-02-13,5.2,Valve
Sports,58.0,2019-04-28,9.3,Valve
Action,57.49,2022-04-20,1.1,Ubisoft
Action,14.86,2016-06-01,3.2,Indie Studio
Simulation,20.88,2010-04-17,1.9,Indie Studio
Strategy,53.73,2023-10-29,7.9,Ubisoft
RPG,58.0,2017-01-21,3.9,Microsoft
Strategy,26.61,2018-08-21,8.6,Sony
Action,19.26,2023-10-09,8.5,Ubisoft
Action,31.57,2022-01-01,7.0,Nintendo
Sports,41.27,2021-02-05,7.0,EA
Strategy,16.41,2023-02-23,7.3,Valve
Strategy,44.19,2010-08-03,7.1,Sony
Action,3.1,2024-10-14,4.5,Ubisoft
RPG,2.96,2022-02-26,7.1,Indie Studio
Simulation,23.18,2021-09-29,9.1,Sony
Simulation,21.21,2021-08-24,4.0,EA
Strategy,18.94,2011-04-10,9.5,EA
Simulation,29.46,2016-06-30,1.1,Indie Studio
Action,19.24,2011-08-15,4.1,Sony
Action,11.54,2015-12-29,2.2,Sony
Strategy,18.57,2024-02-07,2.1,Microsoft
Strategy,58.49,2012-06-02,8.3,Sony
Sports,24.67,2021-05-21,9.3,Valve
Strategy,26.68,2024-04-03,8.0,Nintendo
RPG,34.59,2010-10-31,9.8,Ubisoft
Simulation,59.0,2024-03-08,2.9,Indie Studio
Strategy,14.5,2022-04-19,2.3,Ubisoft
Adventure,40.88,2010-11-30,5.7,Ubisoft
Sports,42.96,2017-10-04,8.5,Sony
Adventure,36.44,2022-05-04,1.4,Indie Studio
Action,5.31,2016-05-20,10.0,Sony
Simulation,40.61,2022-06-28,6.4,Microsoft
Strategy,3.85,2010-03-21,9.8,Sony
Adventure,35.77,2020-04-21,4.3,Microsoft
Simulation,44.37,2017-10-02,5.1,Microsoft
Action,12.66,2024-03-24,7.8,Valve
RPG,50.5,2015-06-01,8.1,Valve
Sports,1.82,2012-01-03,3.1,Valve
Simulation,50.63,2020-11-20,9.4,Valve
Simulation,27.62,2014-12-23,8.8,EA
RPG,13.06,2013-10-16,1.2,Valve
Simulation,8.03,2015-10-26,2.2,Valve
Action,57.2,2024-06-19,5.5,Valve
Action,4.36,2013-04-13,5.1,Microsoft
RPG,11.95,2016-04-11,7.4,Ubisoft
Sports,20.87,2021-07-19,1.8,Indie Studio
Strategy,37.21,2010-07-04,6.8,Ubisoft
Adventure,32.69,2021-04-20,6.5,Ubisoft
Strategy,7.54,2012-09-24,3.1,Nintendo
Simulation,17.38,2015-06-10,5.9,EA
Adventure,14.33,2017-09-10,3.0,Microsoft
RPG,12.81,2022-10-09,2.3,Sony
RPG,24.67,2016-06-15,6.2,Microsoft
Sports,42.24,2014-08-07,9.8,Valve
Adventure,13.05,2023-06-27,3.1,Ubisoft
Action,22.0,2018-04-28,4.2,Microsoft
Adventure,23.46,2024-03-03,3.3,EA
Simulation,58.59,2023-05-19,3.4,Valve
Action,57.28,2016-11-16,4.6,Nintendo
RPG,48.01,2019-08-29,7.3,Sony
Adventure,14.5,2018-04-15,1.3,Valve
Strategy,4.08,2017-07-08,9.6,Indie Studio
Sports,19.01,2023-12-08,1.4,Sony
Strategy,16.01,2021-06-05,8.9,Microsoft
Sports,30.36,2017-01-25,9.0,Valve
Simulation,46.66,2021-07-05,5.7,Nintendo
Strategy,51.5,2024-10-06,2.2,Microsoft
Adventure,50.69,2017-09-12,6.1,EA
Adventure,21.58,2021-03-14,6.7,Sony
Strategy,41.23,2011-01-05,8.7,Sony
Adventure,18.77,2020-04-01,6.0,EA
Simulation,3.65,2015-06-28,4.7,Indie Studio
Action,42.09,2014-08-31,8.5,Sony
Simulation,0.59,2019-02-07,9.8,Microsoft
Sports,24.55,2011-03-17,6.8,Ubisoft
Simulation,19.76,2018-12-02,8.9,Indie Studio
Sports,41.6,2017-12-16,6.4,EA
Adventure,45.97,2010-08-15,7.2,Nintendo
Action,18.25,2016-07-29,7.2,Indie Studio
Adventure,48.7,2022-12-02,7.3,Valve
RPG,17.64,2012-10-21,3.9,Valve
Adventure,26.78,2019-07-24,6.2,EA
Sports,43.62,2024-06-16,6.3,Ubisoft
Adventure,41.58,2021-08-27,3.8,Microsoft
Adventure,59.24,2012-05-20,4.1,Nintendo
Action,13.51,2018-10-05,7.9,Valve
Adventure,39.74,2014-10-12,6.2,Valve
Action,36.58,2024-06-06,2.3,Microsoft
Strategy,54.91,2011-03-20,8.5,Ubisoft
RPG,9.38,2022-06-25,8.9,Sony
Action,45.11,2011-04-18,5.2,Indie Studio
Sports,34.1,2010-03-21,2.9,EA
Strategy,16.48,2024-02-15,9.5,Ubisoft
Action,28.47,2010-08-28,8.9,Ubisoft
Action,20.03,2022-09-27,3.2,Ubisoft
RPG,34.76,2011-08-13,1.9,Ubisoft
Sports,53.34,2013-09-22,5.0,Sony
Simulation,34.16,2015-02-28,7.1,Microsoft
Simulation,37.9,2024-10-13,2.6,Nintendo
Action,31.12,2024-05-02,5.6,Indie Studio
Adventure,3.07,2016-05-05,4.8,Ubisoft
Sports,13.97,2022-02-17,9.0,Indie Studio
Strategy,29.52,2010-11-08,4.9,Ubisoft
Adventure,18.61,2012-12-12,5.8,EA
Adventure,10.91,2010-02-03,9.6,Valve
Sports,30.25,2015-01-16,3.7,Sony
Action,19.37,2022-04-09,3.6,Ubisoft
Action,15.49,2010-09-06,8.2,Nintendo
Action,27.84,2013-02-08,3.5,Nintendo
Action,8.0,2024-07-04,8.5,Nintendo
Simulation,55.66,2023-05-22,1.9,EA
Action,52.06,2023-07-19,2.0,Nintendo
Simulation,42.46,2011-01-11,9.1,Microsoft
Simulation,6.37,2011-12-25,5.9,EA
Action,46.55,2015-03-29,7.5,Sony
RPG,48.48,2021-10-07,3.0,Nintendo
Strategy,46.07,2016-10-28,2.5,Valve
Adventure,6.84,2015-04-27,8.5,Ubisoft
Simulation,38.63,2020-12-18,4.2,Sony
Sports,50.06,2016-06-02,5.1,Microsoft
Sports,34.64,2013-08-24,1.3,Valve
Strategy,38.78,2022-07-25,4.5,Sony
Sports,27.5,2010-12-04,7.9,Microsoft
RPG,31.72,2015-02-09,8.4,Nintendo
Sports,2.06,2018-08-04,7.3,Sony
Adventure,38.34,2012-03-02,7.2,Sony
Adventure,4.89,2019-11-21,5.6,Sony
Simulation,26.1,2020-02-18,5.8,EA
Action,17.56,2014-02-25,7.7,Valve
RPG,32.73,2020-10-28,3.2,Indie Studio
Simulation,8.0,2023-10-17,3.1,Microsoft
RPG,41.5,2020-09-13,9.5,Nintendo
Action,47.7,2017-04-27,1.2,Ubisoft
Sports,9.8,2015-10-24,2.3,Nintendo
Sports,6.26,2020-05-13,6.1,Nintendo
Action,8.73,2010-02-28,7.6,EA
Simulation,52.63,2016-08-30,5.8,EA
Action,31.69,2015-08-25,4.2,Sony
Strategy,28.04,2013-06-08,9.8,Nintendo
Adventure,6.4,2020-02-06,7.3,Valve
Simulation,38.97,2020-04-06,8.5,EA
RPG,52.08,2024-12-26,1.4,Microsoft
Strategy,49.69,2021-04-23,3.1,EA
Simulation,37.56,2021-08-28,4.4,Valve
Action,4.52,2018-04-18,2.6,EA
Action,6.74,2017-10-17,1.7,Indie Studio
Action,2.96,2023-08-31,3.0,Valve
Action,15.45,2011-04-16,5.8,Indie Studio
RPG,8.14,2021-01-18,7.3,Indie Studio
Strategy,15.6,2017-12-09,8.0,Ubisoft
Sports,23.1,2013-12-17,1.4,Valve
Adventure,56.58,2022-03-02,4.9,Ubisoft
RPG,36.62,2023-02-11,2.1,Microsoft
RPG,50.1,2023-10-10,4.9,Sony
Sports,42.62,2012-07-01,4.9,Sony
Sports,6.75,2021-08-13,5.5,Indie Studio
Adventure,44.16,2014-09-08,9.0,EA
Adventure,16.51,2011-11-06,8.2,Valve
Sports,38.35,2013-12-10,6.7,EA
Action,20.46,2017-06-27,9.0,Valve
RPG,59.86,2019-12-10,7.1,EA
Simulation,15.81,2024-09-19,8.4,Sony
Adventure,16.75,2011-11-17,6.1,Microsoft
Adventure,55.84,2013-01-31,5.7,Sony
Sports,1.48,2021-07-18,7.5,EA
Strategy,41.8,2016-10-02,1.2,Valve
Simulation,43.52,2016-07-25,7.2,Nintendo
Simulation,50.18,2021-04-30,9.4,Microsoft
Adventure,58.47,2019-06-01,7.4,Valve
Action,58.54,2021-04-17,1.3,EA
Strategy,3.92,2012-08-23,4.4,Valve
Simulation,49.31,2012-07-08,8.3,Ubisoft
Adventure,38.78,2023-06-15,9.6,Valve
Simulation,38.84,2017-11-12,4.3,Sony
Strategy,7.7,2014-02-17,8.6,Indie Studio
Strategy,39.01,2013-04-27,8.8,Sony
RPG,58.95,2012-05-21,2.1,Ubisoft
Sports,54.71,2022-01-08,8.6,Microsoft
Sports,26.35,2018-11-29,3.9,Valve
Adventure,2.4,2012-05-13,6.3,Microsoft
Strategy,21.74,2020-10-28,5.9,Nintendo
RPG,49.58,2018-07-06,7.0,Valve
RPG,42.09,2018-05-14,7.7,Sony
Simulation,27.56,2024-01-21,5.0,Indie Studio
Simulation,3.31,2020-12-08,9.0,Sony
RPG,25.61,2017-05-06,8.3,Microsoft
Simulation,28.14,2022-11-04,8.1,EA
Strategy,55.71,2024-06-14,5.1,Sony
Action,38.47,2024-12-01,1.3,EA
Strategy,18.7,2011-09-06,5.4,Sony
RPG,31.52,2015-02-16,9.1,Sony
RPG,3.96,2018-08-21,2.7,Indie Studio
Strategy,58.35,2024-05-18,9.8,Nintendo
Simulation,21.6,2022-06-27,8.3,EA
Simulation,28.67,2019-03-28,7.4,EA
Sports,21.32,2024-09-30,7.1,Sony
RPG,40.95,2018-09-27,6.3,EA
Adventure,39.73,2011-07-22,7.5,Sony
Sports,42.92,2021-04-26,4.8,Sony
Simulation,16.09,2010-09-02,8.6,Microsoft
Strategy,18.94,2010-01-21,7.3,Valve
Simulation,7.52,2024-04-26,7.9,EA
Strategy,39.33,2011-01-29,8.1,Indie Studio
Sports,2.39,2023-12-01,1.8,Ubisoft
RPG,35.86,2020-06-11,1.5,Microsoft
Simulation,52.18,2015-08-18,8.2,EA
Strategy,53.45,2019-08-17,3.3,Indie Studio
RPG,26.94,2016-07-03,6.2,EA
Adventure,27.56,2015-03-26,5.0,Nintendo
Strategy,4.62,2010-10-17,1.2,Ubisoft
Sports,40.25,2017-01-02,1.4,Ubisoft
Adventure,49.28,2023-09-17,8.4,Indie Studio
Adventure,14.68,2010-12-27,6.5,Nintendo
Action,25.28,2014-06-11,5.7,Nintendo
Simulation,50.33,2021-10-24,9.5,EA
Strategy,52.63,2021-03-18,2.6,Valve
Adventure,14.59,2016-09-19,3.3,Indie Studio
Action,33.03,2015-07-09,7.8,Nintendo
Sports,11.55,2015-08-03,8.0,Ubisoft
RPG,6.11,2015-08-07,4.6,Indie Studio
Strategy,54.67,2017-09-01,9.6,Ubisoft
Adventure,49.23,2018-02-18,9.4,EA
Simulation,45.6,2012-04-11,1.1,Indie Studio
Action,2.93,2014-11-29,2.6,Valve
Adventure,50.62,2020-02-10,8.4,Sony
Simulation,26.28,2014-11-27,4.0,Indie Studio
Adventure,20.54,2017-10-12,1.9,Nintendo
Strategy,32.79,2024-08-14,8.1,Nintendo
Strategy,5.48,2022-11-04,5.1,EA
Strategy,45.4,2015-11-25,5.4,Microsoft
Sports,34.95,2011-08-04,2.7,Microsoft
Sports,11.2,2017-10-24,6.9,Valve
Action,11.29,2016-02-15,6.0,Ubisoft
Strategy,11.05,2021-06-08,2.9,Ubisoft
Simulation,3.42,2015-11-26,4.1,Sony
Adventure,35.27,2013-09-06,6.4,Ubisoft
RPG,50.42,2010-12-12,9.3,Microsoft
Simulation,1.05,2015-03-02,9.3,Microsoft
Sports,2.94,2011-07-09,3.6,Nintendo
Sports,34.37,2020-04-28,7.6,Sony
Simulation,49.17,2022-01-15,8.0,Valve
Sports,19.6,2010-07-19,8.3,Sony
Strategy,20.98,2018-01-19,6.1,Indie Studio
Action,35.78,2019-07-23,1.1,Valve
Adventure,16.45,2024-02-15,7.9,Microsoft
Action,1.6,2010-11-03,2.0,Ubisoft
Adventure,44.11,2018-06-03,2.1,EA
Adventure,37.54,2014-07-15,6.5,Sony
Action,34.85,2017-05-16,9.9,Sony
Simulation,44.5,2014-10-31,3.2,Nintendo
Adventure,40.51,2010-10-03,6.8,Nintendo
Action,12.35,2024-06-07,3.7,Microsoft
Adventure,21.15,2019-03-16,9.1,Valve
RPG,7.57,2013-11-02,6.3,EA
Simulation,7.79,2022-12-17,2.9,Indie Studio
Strategy,40.57,2014-11-11,3.4,Nintendo
Adventure,51.52,2019-04-05,4.9,Nintendo
RPG,57.76,2023-10-05,2.1,Ubisoft
Strategy,37.7,2021-02-02,1.7,Ubisoft
Strategy,11.05,2019-06-23,7.1,Microsoft
Adventure,6.34,2015-02-24,4.7,Microsoft
Action,48.77,2020-07-02,7.5,Nintendo
Adventure,34.73,2021-09-18,2.0,Valve
RPG,37.1,2015-01-19,6.5,Indie Studio
Strategy,46.89,2019-04-01,5.0,EA
Adventure,42.2,2010-03-13,1.5,Nintendo
Action,50.07,2014-08-04,5.9,Valve
Adventure,3.37,2013-07-19,1.7,Valve
Simulation,44.85,2012-11-09,8.4,Nintendo
Action,51.05,2017-03-10,6.7,Valve
RPG,17.17,2018-05-01,6.0,Sony
Strategy,38.43,2012-03-25,2.2,Valve
Adventure,18.85,2016-01-04,3.6,Nintendo
